"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
6 Apr 2016 19:21:51.448,6 Apr 2016 20:18:10.138,3378.691
6 Apr 2016 20:53:31.037,6 Apr 2016 21:49:48.267,3377.230
6 Apr 2016 22:25:10.579,6 Apr 2016 23:21:26.365,3375.786
6 Apr 2016 23:56:50.076,7 Apr 2016 00:53:04.441,3374.364
7 Apr 2016 01:28:29.530,7 Apr 2016 02:24:42.491,3372.960
7 Apr 2016 03:00:08.938,7 Apr 2016 03:56:20.516,3371.578
7 Apr 2016 04:31:48.297,7 Apr 2016 05:27:58.516,3370.219
7 Apr 2016 06:03:27.615,7 Apr 2016 06:59:36.492,3368.877
7 Apr 2016 07:35:06.888,7 Apr 2016 08:31:14.444,3367.555
7 Apr 2016 09:06:46.118,7 Apr 2016 10:02:52.371,3366.253
7 Apr 2016 10:38:25.304,7 Apr 2016 11:34:30.275,3364.970
7 Apr 2016 12:10:04.450,7 Apr 2016 13:06:08.155,3363.705
7 Apr 2016 13:41:43.550,7 Apr 2016 14:37:46.014,3362.464
7 Apr 2016 15:13:22.608,7 Apr 2016 16:09:23.845,3361.237
7 Apr 2016 16:45:01.623,7 Apr 2016 17:41:01.655,3360.032
7 Apr 2016 18:16:40.597,7 Apr 2016 19:12:39.443,3358.846
7 Apr 2016 19:48:19.529,7 Apr 2016 20:44:17.208,3357.679
7 Apr 2016 21:19:58.417,7 Apr 2016 22:15:54.951,3356.534
7 Apr 2016 22:51:37.267,7 Apr 2016 23:47:32.671,3355.404
8 Apr 2016 00:23:16.076,8 Apr 2016 01:19:10.370,3354.294
8 Apr 2016 01:54:54.845,8 Apr 2016 02:50:48.047,3353.202
8 Apr 2016 03:26:33.574,8 Apr 2016 04:22:25.703,3352.128
8 Apr 2016 04:58:12.264,8 Apr 2016 05:54:03.337,3351.073
8 Apr 2016 06:29:50.916,8 Apr 2016 07:25:40.950,3350.034
8 Apr 2016 08:01:29.527,8 Apr 2016 08:57:18.547,3349.021
8 Apr 2016 09:33:08.099,8 Apr 2016 10:28:56.114,3348.015
8 Apr 2016 11:04:46.630,8 Apr 2016 12:00:33.665,3347.035
8 Apr 2016 12:36:25.127,8 Apr 2016 13:32:11.195,3346.068
8 Apr 2016 14:08:03.582,8 Apr 2016 15:03:48.706,3345.124
8 Apr 2016 15:39:42.001,8 Apr 2016 16:35:26.196,3344.195
8 Apr 2016 17:11:20.383,8 Apr 2016 18:07:03.667,3343.284
8 Apr 2016 18:42:58.728,8 Apr 2016 19:38:41.118,3342.390
8 Apr 2016 20:14:37.036,8 Apr 2016 21:10:18.550,3341.514
8 Apr 2016 21:46:15.308,8 Apr 2016 22:41:55.963,3340.655
8 Apr 2016 23:17:53.543,9 Apr 2016 00:13:33.359,3339.816
9 Apr 2016 00:49:31.743,9 Apr 2016 01:45:10.731,3338.989
9 Apr 2016 02:21:09.906,9 Apr 2016 03:16:48.088,3338.181
9 Apr 2016 03:52:48.034,9 Apr 2016 04:48:25.425,3337.391
9 Apr 2016 05:24:26.129,9 Apr 2016 06:20:02.745,3336.616
9 Apr 2016 06:56:04.190,9 Apr 2016 07:51:40.046,3335.857
9 Apr 2016 08:27:42.208,9 Apr 2016 09:23:17.330,3335.122
9 Apr 2016 09:59:20.197,9 Apr 2016 10:54:54.596,3334.399
9 Apr 2016 11:30:58.151,9 Apr 2016 12:26:31.844,3333.693
9 Apr 2016 13:02:36.072,9 Apr 2016 13:58:09.075,3333.003
9 Apr 2016 14:34:13.959,9 Apr 2016 15:29:46.289,3332.330
9 Apr 2016 16:05:51.813,9 Apr 2016 17:01:23.485,3331.673
9 Apr 2016 17:37:29.633,9 Apr 2016 18:33:00.665,3331.032
9 Apr 2016 19:09:07.421,9 Apr 2016 20:04:37.828,3330.408
9 Apr 2016 20:40:45.176,9 Apr 2016 21:36:14.975,3329.799
9 Apr 2016 22:12:22.901,9 Apr 2016 23:07:52.105,3329.205
9 Apr 2016 23:44:00.591,10 Apr 2016 00:39:29.225,3328.633
10 Apr 2016 01:15:38.247,10 Apr 2016 02:11:06.318,3328.071
10 Apr 2016 02:47:15.879,10 Apr 2016 03:42:43.401,3327.522
10 Apr 2016 04:18:53.469,10 Apr 2016 05:14:20.468,3326.998
10 Apr 2016 05:50:31.033,10 Apr 2016 06:45:57.519,3326.486
10 Apr 2016 07:22:08.566,10 Apr 2016 08:17:34.555,3325.989
10 Apr 2016 08:53:46.069,10 Apr 2016 09:49:11.581,3325.512
10 Apr 2016 10:25:23.541,10 Apr 2016 11:20:48.585,3325.044
10 Apr 2016 11:57:00.983,10 Apr 2016 12:52:25.578,3324.595
10 Apr 2016 13:28:38.394,10 Apr 2016 14:24:02.551,3324.156
10 Apr 2016 15:00:15.776,10 Apr 2016 15:55:39.518,3323.741
10 Apr 2016 16:31:53.129,10 Apr 2016 17:27:16.466,3323.337
10 Apr 2016 18:03:30.452,10 Apr 2016 18:58:53.400,3322.948
10 Apr 2016 19:35:07.746,10 Apr 2016 20:30:30.319,3322.574
10 Apr 2016 21:06:45.011,10 Apr 2016 22:02:07.226,3322.215
10 Apr 2016 22:38:22.252,10 Apr 2016 23:33:44.118,3321.866
11 Apr 2016 00:09:59.461,11 Apr 2016 01:05:20.995,3321.534
11 Apr 2016 01:41:36.635,11 Apr 2016 02:36:57.865,3321.230
11 Apr 2016 03:13:13.792,11 Apr 2016 04:08:34.716,3320.923
11 Apr 2016 04:44:50.912,11 Apr 2016 05:40:11.554,3320.642
11 Apr 2016 06:16:28.013,11 Apr 2016 07:11:48.381,3320.368
11 Apr 2016 07:48:05.082,11 Apr 2016 08:43:25.196,3320.113
11 Apr 2016 09:19:42.120,11 Apr 2016 10:15:01.998,3319.879
11 Apr 2016 10:51:19.137,11 Apr 2016 11:46:38.792,3319.654
11 Apr 2016 12:22:56.126,11 Apr 2016 13:18:15.572,3319.446
11 Apr 2016 13:54:33.088,11 Apr 2016 14:49:52.335,3319.246
11 Apr 2016 15:26:10.024,11 Apr 2016 16:21:29.093,3319.068
11 Apr 2016 16:57:46.935,11 Apr 2016 17:53:05.831,3318.896
11 Apr 2016 18:29:23.820,11 Apr 2016 19:24:42.563,3318.743
11 Apr 2016 20:01:00.675,11 Apr 2016 20:56:19.288,3318.612
11 Apr 2016 21:32:37.512,11 Apr 2016 22:27:55.997,3318.485
11 Apr 2016 23:04:14.321,11 Apr 2016 23:59:32.691,3318.370
12 Apr 2016 00:35:51.101,12 Apr 2016 01:31:09.381,3318.280
12 Apr 2016 02:07:27.859,12 Apr 2016 03:02:46.056,3318.197
12 Apr 2016 03:39:04.598,12 Apr 2016 04:34:22.724,3318.126
12 Apr 2016 05:10:41.305,12 Apr 2016 06:05:59.380,3318.076
12 Apr 2016 06:42:17.994,12 Apr 2016 07:37:36.030,3318.036
12 Apr 2016 08:13:54.656,12 Apr 2016 09:09:12.662,3318.007
12 Apr 2016 09:45:31.289,12 Apr 2016 10:40:49.289,3318.000
12 Apr 2016 11:17:07.909,12 Apr 2016 12:12:25.906,3317.997
12 Apr 2016 12:48:44.497,12 Apr 2016 13:44:02.518,3318.021
12 Apr 2016 14:20:21.068,12 Apr 2016 15:15:39.117,3318.048
12 Apr 2016 15:51:57.613,12 Apr 2016 16:47:15.706,3318.093
12 Apr 2016 17:23:34.138,12 Apr 2016 18:18:52.282,3318.144
12 Apr 2016 18:55:10.634,12 Apr 2016 19:50:28.858,3318.224
12 Apr 2016 20:26:47.117,12 Apr 2016 21:22:05.421,3318.304
12 Apr 2016 21:58:23.574,12 Apr 2016 22:53:41.973,3318.399
12 Apr 2016 23:30:00.005,13 Apr 2016 00:25:18.524,3318.518
13 Apr 2016 01:01:36.419,13 Apr 2016 01:56:55.058,3318.640
13 Apr 2016 02:33:12.809,13 Apr 2016 03:28:31.589,3318.781
13 Apr 2016 04:04:49.184,13 Apr 2016 05:00:08.116,3318.932
13 Apr 2016 05:36:25.534,13 Apr 2016 06:31:44.628,3319.094
13 Apr 2016 07:08:01.863,13 Apr 2016 08:03:21.137,3319.274
13 Apr 2016 08:39:38.172,13 Apr 2016 09:34:57.638,3319.466
13 Apr 2016 10:11:14.460,13 Apr 2016 11:06:34.134,3319.675
13 Apr 2016 11:42:50.723,13 Apr 2016 12:38:10.619,3319.896
13 Apr 2016 13:14:26.971,13 Apr 2016 14:09:47.100,3320.129
13 Apr 2016 14:46:03.200,13 Apr 2016 15:41:23.579,3320.379
13 Apr 2016 16:17:39.412,13 Apr 2016 17:13:00.046,3320.635
13 Apr 2016 17:49:15.598,13 Apr 2016 18:44:36.508,3320.910
13 Apr 2016 19:20:51.774,13 Apr 2016 20:16:12.959,3321.185
13 Apr 2016 20:52:27.921,13 Apr 2016 21:47:49.413,3321.493
13 Apr 2016 22:24:04.059,13 Apr 2016 23:19:25.857,3321.799
13 Apr 2016 23:55:40.169,14 Apr 2016 00:51:02.296,3322.127
14 Apr 2016 01:27:16.265,14 Apr 2016 02:22:38.724,3322.459
14 Apr 2016 02:58:52.344,14 Apr 2016 03:54:15.155,3322.811
14 Apr 2016 04:30:28.404,14 Apr 2016 05:25:51.579,3323.175
14 Apr 2016 06:02:04.447,14 Apr 2016 06:57:27.994,3323.546
14 Apr 2016 07:33:40.473,14 Apr 2016 08:29:04.412,3323.939
14 Apr 2016 09:05:16.482,14 Apr 2016 10:00:40.817,3324.335
14 Apr 2016 10:36:52.477,14 Apr 2016 11:32:17.221,3324.744
14 Apr 2016 12:08:28.453,14 Apr 2016 13:03:53.622,3325.169
14 Apr 2016 13:40:04.411,14 Apr 2016 14:35:30.019,3325.608
14 Apr 2016 15:11:40.348,14 Apr 2016 16:07:06.412,3326.064
14 Apr 2016 16:43:16.274,14 Apr 2016 17:38:42.801,3326.528
14 Apr 2016 18:14:52.184,14 Apr 2016 19:10:19.187,3327.004
14 Apr 2016 19:46:28.078,14 Apr 2016 20:41:55.570,3327.492
14 Apr 2016 21:18:03.957,14 Apr 2016 22:13:31.950,3327.993
14 Apr 2016 22:49:39.820,14 Apr 2016 23:45:08.326,3328.506
15 Apr 2016 00:21:15.669,15 Apr 2016 01:16:44.700,3329.031
15 Apr 2016 01:52:51.503,15 Apr 2016 02:48:21.071,3329.569
15 Apr 2016 03:24:27.323,15 Apr 2016 04:19:57.440,3330.117
15 Apr 2016 04:56:03.126,15 Apr 2016 05:51:33.807,3330.680
15 Apr 2016 06:27:38.917,15 Apr 2016 07:23:10.171,3331.254
15 Apr 2016 07:59:14.694,15 Apr 2016 08:54:46.534,3331.840
15 Apr 2016 09:30:50.456,15 Apr 2016 10:26:22.895,3332.438
15 Apr 2016 11:02:26.206,15 Apr 2016 11:57:59.254,3333.048
15 Apr 2016 12:34:01.942,15 Apr 2016 13:29:35.612,3333.670
15 Apr 2016 14:05:37.665,15 Apr 2016 15:01:11.968,3334.303
15 Apr 2016 15:37:13.375,15 Apr 2016 16:32:48.326,3334.951
15 Apr 2016 17:08:49.073,15 Apr 2016 18:04:24.678,3335.605
15 Apr 2016 18:40:24.758,15 Apr 2016 19:36:01.032,3336.274
15 Apr 2016 20:12:00.431,15 Apr 2016 21:07:37.385,3336.954
15 Apr 2016 21:43:36.095,15 Apr 2016 22:39:13.737,3337.642
15 Apr 2016 23:15:11.741,16 Apr 2016 00:10:50.090,3338.348
16 Apr 2016 00:46:47.379,16 Apr 2016 01:42:26.442,3339.063
16 Apr 2016 02:18:23.006,16 Apr 2016 03:14:02.794,3339.788
16 Apr 2016 03:49:58.621,16 Apr 2016 04:45:39.146,3340.525
16 Apr 2016 05:21:34.226,16 Apr 2016 06:17:15.499,3341.273
16 Apr 2016 06:53:09.821,16 Apr 2016 07:48:51.852,3342.032
16 Apr 2016 08:24:45.405,16 Apr 2016 09:20:28.209,3342.804
16 Apr 2016 09:56:20.981,16 Apr 2016 10:52:04.561,3343.580
16 Apr 2016 11:27:56.544,16 Apr 2016 12:23:40.917,3344.372
16 Apr 2016 12:59:32.099,16 Apr 2016 13:55:17.273,3345.175
16 Apr 2016 14:31:07.641,16 Apr 2016 15:26:53.631,3345.990
16 Apr 2016 16:02:43.177,16 Apr 2016 16:58:29.991,3346.814
16 Apr 2016 17:34:18.703,16 Apr 2016 18:30:06.352,3347.648
16 Apr 2016 19:05:54.221,16 Apr 2016 20:01:42.714,3348.493
16 Apr 2016 20:37:29.731,16 Apr 2016 21:33:19.079,3349.348
16 Apr 2016 22:09:05.232,16 Apr 2016 23:04:55.445,3350.213
16 Apr 2016 23:40:40.725,17 Apr 2016 00:36:31.814,3351.088
17 Apr 2016 01:12:16.211,17 Apr 2016 02:08:08.184,3351.974
17 Apr 2016 02:43:51.691,17 Apr 2016 03:39:44.558,3352.866
17 Apr 2016 04:15:27.162,17 Apr 2016 05:11:20.933,3353.771
17 Apr 2016 05:47:02.625,17 Apr 2016 06:42:57.311,3354.686
17 Apr 2016 07:18:38.082,17 Apr 2016 08:14:33.692,3355.610
17 Apr 2016 08:50:13.530,17 Apr 2016 09:46:10.076,3356.547
17 Apr 2016 10:21:48.977,17 Apr 2016 11:17:46.463,3357.486
17 Apr 2016 11:53:24.411,17 Apr 2016 12:49:22.853,3358.442
17 Apr 2016 13:24:59.843,17 Apr 2016 14:20:59.247,3359.403
17 Apr 2016 14:56:35.270,17 Apr 2016 15:52:35.643,3360.374
17 Apr 2016 16:28:10.691,17 Apr 2016 17:24:12.043,3361.353
17 Apr 2016 17:59:46.109,17 Apr 2016 18:55:48.447,3362.338
17 Apr 2016 19:31:21.520,17 Apr 2016 20:27:24.854,3363.335
17 Apr 2016 21:02:56.926,17 Apr 2016 21:59:01.266,3364.339
17 Apr 2016 22:34:32.328,17 Apr 2016 23:30:37.681,3365.352
18 Apr 2016 00:06:07.726,18 Apr 2016 01:02:14.099,3366.374
18 Apr 2016 01:37:43.120,18 Apr 2016 02:33:50.522,3367.403
18 Apr 2016 03:09:18.507,18 Apr 2016 04:05:26.950,3368.442
18 Apr 2016 04:40:53.894,18 Apr 2016 05:37:03.381,3369.487
18 Apr 2016 06:12:29.278,18 Apr 2016 07:08:39.817,3370.539
18 Apr 2016 07:44:04.658,18 Apr 2016 08:40:16.257,3371.598
18 Apr 2016 09:15:40.036,18 Apr 2016 10:11:52.701,3372.665
18 Apr 2016 10:47:15.414,18 Apr 2016 11:43:29.150,3373.736
18 Apr 2016 12:18:50.787,18 Apr 2016 13:15:05.603,3374.816
18 Apr 2016 13:50:26.159,18 Apr 2016 14:46:42.062,3375.904
18 Apr 2016 15:22:01.529,18 Apr 2016 16:18:18.524,3376.995
18 Apr 2016 16:53:36.895,18 Apr 2016 17:49:54.992,3378.097
18 Apr 2016 18:25:12.262,18 Apr 2016 19:21:31.464,3379.202
18 Apr 2016 19:56:47.629,18 Apr 2016 20:53:07.941,3380.312
18 Apr 2016 21:28:22.994,18 Apr 2016 22:24:44.423,3381.428
18 Apr 2016 22:59:58.356,18 Apr 2016 23:56:20.909,3382.553
19 Apr 2016 00:31:33.720,19 Apr 2016 01:27:57.401,3383.681
19 Apr 2016 02:03:09.084,19 Apr 2016 02:59:33.897,3384.813
19 Apr 2016 03:34:44.449,19 Apr 2016 04:31:10.398,3385.950
19 Apr 2016 05:06:19.816,19 Apr 2016 06:02:46.904,3387.089
19 Apr 2016 06:37:55.181,19 Apr 2016 07:34:23.415,3388.234
19 Apr 2016 08:09:30.548,19 Apr 2016 09:05:59.931,3389.383
19 Apr 2016 09:41:05.915,19 Apr 2016 10:37:36.451,3390.537
19 Apr 2016 11:12:41.283,19 Apr 2016 12:09:12.977,3391.693
19 Apr 2016 12:44:16.651,19 Apr 2016 13:40:49.507,3392.856
19 Apr 2016 14:15:52.023,19 Apr 2016 15:12:26.042,3394.019
19 Apr 2016 15:47:27.396,19 Apr 2016 16:44:02.581,3395.185
19 Apr 2016 17:19:02.772,19 Apr 2016 18:15:39.125,3396.353
19 Apr 2016 18:50:38.150,19 Apr 2016 19:47:15.674,3397.523
19 Apr 2016 20:22:13.532,19 Apr 2016 21:18:52.227,3398.695
19 Apr 2016 21:53:48.918,19 Apr 2016 22:50:28.784,3399.866
19 Apr 2016 23:25:24.305,20 Apr 2016 00:22:05.346,3401.041
20 Apr 2016 00:56:59.695,20 Apr 2016 01:53:41.911,3402.217
20 Apr 2016 02:28:35.088,20 Apr 2016 03:25:18.481,3403.393
20 Apr 2016 04:00:10.486,20 Apr 2016 04:56:55.055,3404.570
20 Apr 2016 05:31:45.887,20 Apr 2016 06:28:31.633,3405.747
20 Apr 2016 07:03:21.289,20 Apr 2016 08:00:08.215,3406.926
20 Apr 2016 08:34:56.701,20 Apr 2016 09:31:44.800,3408.100
20 Apr 2016 10:06:32.111,20 Apr 2016 11:03:21.391,3409.280
20 Apr 2016 11:38:07.529,20 Apr 2016 12:34:57.983,3410.454
20 Apr 2016 13:09:42.952,20 Apr 2016 14:06:34.578,3411.626
20 Apr 2016 14:41:18.380,20 Apr 2016 15:38:11.176,3412.796
20 Apr 2016 16:12:53.815,20 Apr 2016 17:09:47.774,3413.959
20 Apr 2016 17:44:29.253,20 Apr 2016 18:41:24.377,3415.125
20 Apr 2016 19:16:04.696,20 Apr 2016 20:13:00.984,3416.287
20 Apr 2016 20:47:40.145,20 Apr 2016 21:44:37.591,3417.445
20 Apr 2016 22:19:15.597,20 Apr 2016 23:16:14.200,3418.603
20 Apr 2016 23:50:51.060,21 Apr 2016 00:47:50.812,3419.752
21 Apr 2016 01:22:26.526,21 Apr 2016 02:19:27.424,3420.898
21 Apr 2016 02:54:01.998,21 Apr 2016 03:51:04.041,3422.043
21 Apr 2016 04:25:37.473,21 Apr 2016 05:22:40.655,3423.182
21 Apr 2016 05:57:12.958,21 Apr 2016 06:54:17.271,3424.313
21 Apr 2016 07:28:48.449,21 Apr 2016 08:25:53.886,3425.438
21 Apr 2016 09:00:23.946,21 Apr 2016 09:57:30.502,3426.556
21 Apr 2016 10:31:59.452,21 Apr 2016 11:29:07.115,3427.663
21 Apr 2016 12:03:34.963,21 Apr 2016 13:00:43.730,3428.767
21 Apr 2016 13:35:10.478,21 Apr 2016 14:32:20.344,3429.866
21 Apr 2016 15:06:46.004,21 Apr 2016 16:03:56.957,3430.953
21 Apr 2016 16:38:21.535,21 Apr 2016 17:35:33.568,3432.033
21 Apr 2016 18:09:57.072,21 Apr 2016 19:07:10.177,3433.105
21 Apr 2016 19:41:32.617,21 Apr 2016 20:38:46.786,3434.169
